,carat,cut,color,clarity,depth,table,price,volume
22622,0.72,Very Good,H,SI2,62.9,57.0,1970,114.04531199999998
22623,0.36,Premium,H,VS2,60.9,59.0,729,59.24688
22624,0.72,Very Good,F,VS1,62.2,58.0,2804,116.679
22625,0.36,Premium,E,IF,59.4,61.0,1229,59.673684
22626,1.25,Ideal,G,VVS2,62.0,59.0,11089,205.425792
22627,1.45,Very Good,J,SI1,62.4,57.0,6316,232.43293200000002
22628,0.51,Ideal,G,VS2,61.6,56.0,1427,84.503412
22629,1.01,Good,D,SI2,63.9,57.0,4588,161.61777600000002
22630,0.26,Ideal,H,VS2,61.3,56.0,434,42.567084
22631,1.06,Good,F,SI2,62.2,61.0,4357,170.686364
22632,0.31,Good,D,SI2,63.1,54.0,462,52.154849999999996
22633,0.33,Ideal,F,VVS1,62.0,55.0,880,54.777168
22634,0.43,Premium,D,VS2,60.2,59.0,1056,70.82832
22635,0.58,Very Good,F,SI1,62.6,57.0,1373,93.246848
22636,0.26,Very Good,F,SI1,61.3,55.0,401,44.72704000000001
22637,0.3,Ideal,I,VS2,61.5,58.0,438,48.699552000000004
22638,2.25,Ideal,I,SI2,62.4,57.0,17143,363.683008
22639,1.02,Very Good,E,SI1,60.6,59.0,5424,165.02187899999998
22640,0.32,Ideal,D,VS2,62.2,55.0,758,52.61174100000001
22641,0.34,Good,E,SI1,63.2,55.0,596,56.671882000000004
22642,0.35,Premium,E,VS2,58.9,59.0,984,57.929472000000004
22643,1.11,Ideal,G,VS2,62.2,55.0,6713,182.086331
22644,0.73,Ideal,E,VS2,62.2,59.0,3198,118.568884
22645,1.02,Premium,H,VS2,61.2,58.0,5217,166.95835
22646,1.4,Good,G,VVS2,63.4,59.0,11519,225.06035200000002
22647,0.37,Premium,E,VS2,61.0,59.0,811,59.717277
22648,1.1,Ideal,G,VS2,62.3,56.0,6387,180.009804
22649,1.5,Premium,F,SI1,62.9,59.0,11878,246.13956
22650,0.25,Good,E,VS1,63.3,60.0,361,40.94378400000001
22651,1.2,Very Good,H,VS2,62.5,60.0,7072,192.269952
22652,0.52,Good,F,SI1,65.5,66.0,1427,79.38518400000001
22653,1.2,Very Good,E,VVS1,61.3,60.0,13015,193.09935599999997
22654,0.73,Very Good,I,VVS2,62.3,58.0,2565,119.31365
22655,0.56,Very Good,E,VS2,61.0,58.0,1755,91.525464
22656,0.7,Fair,D,SI1,66.5,55.0,2339,110.00990499999999
22657,1.54,Premium,G,SI1,61.3,59.0,10219,247.726674
22658,0.32,Ideal,D,VS2,62.5,56.0,972,53.795159999999996
22659,1.2,Premium,F,VS2,60.1,57.0,7865,188.101056
22660,0.81,Ideal,F,SI2,58.8,57.0,2761,135.05544
22661,1.29,Good,J,VS2,58.2,61.0,5898,207.897592
22662,0.73,Ideal,G,VS2,62.5,56.0,2586,119.43792
22663,1.01,Good,G,SI1,63.9,57.0,4672,162.53055
22664,1.05,Ideal,J,VS1,60.6,56.0,3528,171.79470999999998
22665,0.3,Ideal,D,SI1,61.6,57.0,709,48.997440000000005
22666,0.9,Fair,D,SI1,60.4,61.0,3812,145.936128
22667,0.5,Ideal,D,SI1,61.4,58.0,1415,80.67384
22668,1.41,Very Good,H,SI2,58.5,57.0,7339,237.10387200000002
22669,1.14,Ideal,H,VS2,62.0,55.0,7059,187.579392
22670,0.65,Ideal,G,VVS1,61.9,56.0,3248,107.22738
22671,0.54,Ideal,G,VVS2,60.8,56.0,1950,90.278496
22672,1.11,Ideal,H,VVS2,61.2,56.0,7136,185.59938000000002
22673,0.37,Very Good,H,VS2,63.5,59.0,608,59.099039999999995
22674,0.79,Ideal,I,VS2,60.9,56.0,3710,130.167492
22675,1.63,Premium,I,VS1,61.1,57.0,11534,272.56922
22676,0.34,Premium,I,VVS1,60.5,59.0,803,55.526016000000006
22677,1.13,Premium,G,VS1,61.6,58.0,7720,186.94915199999997
22678,1.02,Ideal,I,SI2,60.7,57.0,3856,171.01184400000002
22679,0.93,Ideal,H,VS2,61.5,57.0,4218,152.23067999999998
22680,0.74,Premium,F,SI2,59.6,58.0,2328,121.76786700000001
22681,1.08,Very Good,G,SI1,60.6,58.0,4906,178.46210200000002
22682,1.23,Ideal,H,SI1,61.5,57.0,6681,202.6349
22683,0.33,Ideal,E,VVS1,60.9,56.0,984,54.34777600000001
22684,0.72,Ideal,F,VVS1,61.0,56.0,4362,118.33972
22685,0.61,Ideal,H,SI1,61.9,54.0,1416,100.76185600000001
22686,0.31,Ideal,G,IF,62.2,55.0,891,52.06080000000001
22687,0.74,Ideal,I,IF,62.1,53.9,2952,121.10364
22688,0.33,Premium,G,VS2,61.3,59.0,743,54.06055200000001
22689,0.4,Ideal,E,VS1,61.6,56.0,1125,66.24554200000001
22690,1.02,Very Good,J,VS2,59.3,58.0,3796,169.800352
22691,0.9,Very Good,J,VS1,62.3,56.0,3231,149.241519
22692,0.7,Ideal,G,VS1,60.9,56.0,2995,117.59616000000001
22693,0.31,Ideal,F,VS2,61.9,54.0,802,51.443099999999994
22694,0.71,Ideal,E,VS1,62.4,57.0,3354,114.933735
22695,0.3,Ideal,D,VS2,61.3,56.0,670,50.101632000000016
22696,1.59,Ideal,H,VVS2,62.6,54.0,12971,259.19480699999997
22697,1.05,Ideal,G,VS1,62.5,56.0,7037,172.48334400000002
22698,1.52,Premium,E,SI2,61.0,59.0,10214,243.217463
22699,1.01,Very Good,D,IF,61.6,56.0,16087,164.905066
22700,0.3,Premium,D,VS2,62.0,59.0,911,47.39102199999999
22701,1.0,Ideal,F,SI2,61.0,55.0,3562,162.07044000000002
22702,0.9,Ideal,E,SI1,63.0,56.0,4092,144.8079
22703,1.01,Ideal,E,IF,61.4,57.0,12865,168.313362
22704,2.0,Premium,H,SI1,60.1,61.0,15984,321.36264000000006
22705,0.38,Very Good,D,VS1,58.2,58.0,995,64.01292299999999
22706,0.3,Ideal,D,VS1,61.0,57.0,761,48.967969999999994
22707,1.61,Ideal,G,VS2,62.2,56.0,13553,261.772704
22708,0.35,Premium,E,VS2,59.2,58.0,767,58.017140999999995
22709,0.7,Premium,E,SI2,62.9,59.0,2273,114.969708
22710,1.5,Very Good,E,SI1,60.5,63.0,10046,244.32576000000003
22711,0.52,Very Good,G,VVS1,59.2,58.0,2045,88.035552
22712,0.91,Ideal,D,SI2,62.2,57.0,2803,147.03727500000002
22713,0.48,Premium,E,SI1,60.4,62.0,1152,77.781405
22714,0.51,Premium,G,VVS1,60.2,58.0,1925,85.55872000000001
22715,0.56,Ideal,H,VS2,61.3,56.0,1625,91.1183
22716,0.4,Good,E,VVS2,58.5,60.0,1059,66.29331600000002
22717,2.14,Very Good,I,VS2,59.7,57.0,16914,359.436672
22718,1.0,Very Good,D,VS2,62.6,58.0,6762,159.823466
22719,0.26,Very Good,E,VS1,63.0,59.0,453,41.72259
22720,0.92,Good,D,SI1,63.1,58.0,4158,145.65751200000003
22721,1.01,Very Good,E,SI1,60.0,60.0,5461,162.41408399999997
22722,0.41,Good,E,VVS1,63.5,57.0,1002,67.627175
22723,0.55,Ideal,F,VVS2,60.7,56.0,2259,91.58794199999998
22724,0.32,Ideal,F,VS1,61.1,57.0,652,53.30299
22725,0.41,Ideal,E,VVS2,62.5,57.0,1013,66.362016
22726,1.0,Good,E,VS2,63.1,56.0,6776,164.55175100000002
22727,0.7,Very Good,F,VS1,60.0,57.0,2767,119.161
22728,0.34,Ideal,G,VS2,62.1,55.0,765,55.670612
22729,0.3,Ideal,G,VS1,61.4,57.0,776,49.33929
22730,0.34,Ideal,E,VS2,62.6,55.0,745,54.803529999999995
22731,2.0,Good,J,I1,63.6,62.0,6521,312.07331999999997
22732,0.6,Ideal,H,VS2,62.1,55.0,1442,100.025016
22733,0.51,Very Good,E,VS2,63.5,57.0,1638,82.76849
22734,1.21,Ideal,G,VS2,59.8,57.0,8097,199.87230000000005
22735,0.3,Ideal,G,VVS1,62.3,54.0,1013,50.201586999999996
22736,1.72,Good,G,SI2,62.8,59.3,10084,273.84756
22737,1.2,Very Good,G,SI2,62.5,57.0,5250,195.180768
22738,0.53,Premium,D,SI1,61.4,58.0,1566,86.85984000000002
22739,0.38,Ideal,G,VS1,62.0,55.0,882,62.75692799999999
22740,1.35,Ideal,D,VS2,61.3,57.0,10602,220.405412
22741,2.1,Fair,F,SI2,59.5,69.0,16506,340.30425
22742,0.3,Ideal,G,VS2,62.5,53.0,675,49.20748
22743,0.32,Premium,H,VS1,62.4,58.0,561,52.2522
22744,0.3,Very Good,E,SI1,61.9,58.0,526,49.181006
22745,1.91,Premium,G,SI2,61.9,58.0,9038,301.62832000000003
22746,0.85,Premium,G,SI2,62.0,58.0,2444,138.079232
22747,1.21,Ideal,G,VS1,61.4,56.0,8824,199.16711999999998
22748,0.35,Premium,J,VS1,62.2,58.0,460,57.28072600000001
22749,1.22,Very Good,G,SI1,62.4,57.0,6704,194.157
22750,0.31,Ideal,H,VS2,61.6,55.0,595,51.134748
22751,0.34,Ideal,E,SI1,60.7,57.0,765,55.159104000000006
22752,0.31,Ideal,F,VS2,61.6,55.0,802,51.253108
22753,1.22,Ideal,E,SI2,62.8,54.0,4974,194.50125
22754,0.4,Ideal,G,VS1,61.8,57.0,868,65.82977500000001
22755,0.36,Ideal,E,VS2,61.2,56.0,789,59.929793999999994
22756,0.98,Fair,E,SI2,53.3,67.0,2855,165.94014800000002
22757,1.23,Ideal,F,VS1,61.3,57.0,8523,201.093354
22758,0.3,Premium,I,VS1,63.0,53.0,608,49.57362
22759,0.91,Premium,H,VVS1,62.5,59.0,4944,147.183344
22760,0.71,Premium,D,VS2,59.2,59.0,3161,117.2586
22761,2.15,Ideal,I,SI2,61.7,55.0,14519,357.040848
22762,0.7,Premium,E,SI2,59.8,61.0,2135,113.73465599999999
22763,0.7,Ideal,H,VS2,61.1,57.0,2862,114.7139
22764,0.64,Good,F,IF,58.6,61.0,2980,108.51626599999999
22765,0.71,Very Good,E,VS1,61.8,56.0,3059,118.110832
22766,0.32,Very Good,E,SI2,62.7,57.0,449,51.776634
22767,1.01,Very Good,E,VVS2,61.6,58.0,8401,163.72224
22768,1.04,Good,H,I1,63.9,58.0,3261,166.32935999999998
22769,0.3,Good,G,VS2,63.5,58.0,456,49.29381600000001
22770,1.21,Fair,F,SI2,65.3,53.0,5028,197.201616
22771,0.37,Very Good,E,VVS1,60.9,56.0,1055,61.67202
22772,0.71,Very Good,J,VS2,59.0,61.0,1922,116.92043999999999
22773,0.32,Very Good,G,VS1,61.2,62.0,602,53.182395
22774,0.32,Good,I,SI2,63.4,56.0,374,52.345608
22775,0.8,Ideal,H,SI1,61.0,57.0,2818,134.02560000000003
22776,1.04,Premium,H,SI2,62.4,58.0,3611,166.97472
22777,0.34,Ideal,F,VS2,62.6,54.0,686,55.94624
22778,1.04,Fair,E,SI2,67.5,56.0,4566,164.83995199999998
22779,0.3,Very Good,G,VS1,63.4,58.0,776,48.359475
22780,2.48,Premium,I,VS2,60.1,58.0,16820,409.185732
22781,1.15,Very Good,J,SI2,63.6,57.0,4021,184.49903999999998
22782,0.34,Ideal,G,IF,61.9,55.0,974,57.33112
22783,1.07,Ideal,E,SI1,61.4,57.0,5537,173.421781
22784,1.7,Ideal,H,SI2,62.1,57.0,7273,278.3424
22785,0.36,Very Good,G,VS1,61.4,55.0,903,61.35907500000001
22786,1.52,Premium,E,SI2,62.9,59.0,9576,243.063348
22787,0.43,Premium,G,VVS1,62.3,59.0,1264,68.886909
22788,0.8,Ideal,E,SI2,60.8,56.0,2939,132.419532
22789,0.72,Ideal,D,SI2,62.7,55.0,2647,116.72232
22790,0.58,Ideal,F,SI1,62.2,57.0,1705,95.311593
22791,0.34,Premium,I,VS2,61.8,58.0,477,56.169344
22792,0.5,Good,D,VS1,64.3,54.0,1795,82.299888
22793,0.33,Ideal,F,IF,61.2,56.0,1240,54.992622000000004
22794,0.36,Very Good,H,SI1,59.3,60.0,518,59.078250000000004
22795,1.5,Very Good,I,IF,62.9,58.0,10147,240.862307
22796,0.4,Very Good,G,SI1,61.9,55.0,682,65.551425
22797,1.57,Ideal,J,VVS2,61.4,57.0,9516,256.46625
22798,0.33,Premium,D,VS2,61.2,58.0,1002,53.062884000000004
22799,0.27,Ideal,H,VS1,61.2,54.0,464,45.83628000000001
22800,1.5,Good,J,SI1,64.5,56.0,6523,234.16851999999997
22801,1.51,Very Good,E,SI2,63.3,58.0,7737,233.72101600000002
22802,1.07,Ideal,H,VS2,63.6,59.0,5698,169.625388
22803,0.53,Premium,E,VS2,61.6,57.0,1813,86.36096
22804,1.53,Premium,F,SI2,62.6,57.0,9716,248.50166
22805,0.46,Very Good,F,SI2,61.6,55.0,859,76.998768
22806,1.01,Fair,G,VS2,64.4,58.0,4887,154.5
22807,1.8,Ideal,H,VS1,62.3,56.0,14968,292.579936
22808,0.31,Ideal,E,VVS1,61.3,56.0,865,51.841680000000004
22809,1.25,Premium,F,VS2,60.8,58.0,9702,204.61102200000002
22810,0.32,Premium,D,SI1,62.2,60.0,706,51.397318000000006
22811,1.01,Ideal,E,SI2,62.2,55.0,4984,164.19648
22812,0.91,Ideal,H,SI1,62.1,57.0,4919,147.75453000000002
22813,1.23,Ideal,E,VVS2,61.7,57.0,12539,201.167375
22814,0.4,Very Good,D,VS1,64.0,57.0,995,65.34764600000001
22815,0.35,Very Good,D,SI1,63.0,57.0,644,57.050535999999994
22816,0.3,Premium,J,SI1,62.7,59.0,450,47.818022
22817,0.53,Ideal,H,VS2,62.4,56.0,1412,86.501338
22818,0.65,Premium,G,VVS1,59.3,57.0,2510,100.29354399999998
22819,0.31,Very Good,F,VS1,61.0,57.5,679,51.222081
22820,0.7,Ideal,E,SI1,62.6,57.0,2656,113.20495199999999
22821,0.54,Ideal,G,VVS2,61.8,55.0,1829,89.63784
22822,0.43,Ideal,D,SI2,61.0,57.0,919,68.96097
22823,0.72,Ideal,J,IF,62.0,55.0,2279,118.23768599999998
22824,1.12,Premium,F,VS1,61.8,59.0,7903,185.83425
22825,0.54,Ideal,F,VS1,61.1,57.0,1774,90.38832000000001
22826,1.24,Ideal,H,VVS1,61.9,55.0,8693,202.11404499999998
22827,1.07,Very Good,E,SI2,60.5,61.0,4609,172.31609
22828,0.77,Premium,G,SI1,62.6,58.0,2528,126.24065999999998
22829,1.02,Premium,G,VVS2,62.6,59.0,7741,166.87665800000002
22830,0.44,Ideal,F,VVS1,61.5,57.0,1319,71.44200000000001
22831,1.54,Premium,H,VS2,61.9,61.0,10758,247.677768
22832,1.21,Very Good,H,SI1,60.2,58.0,6229,198.63043199999998
22833,0.38,Ideal,E,VVS2,61.8,54.2,1073,63.16210600000001
22834,0.3,Premium,D,IF,62.1,59.0,1130,48.72667799999999
22835,0.73,Premium,D,VS2,59.8,58.0,3308,120.942315
22836,0.32,Ideal,I,VS2,62.5,55.0,576,52.685268
22837,0.36,Very Good,H,VS2,63.5,54.0,729,60.56504999999999
22838,0.7,Very Good,F,SI2,62.9,56.0,2131,116.109424
22839,1.52,Ideal,H,SI1,61.5,57.0,7729,244.17446799999996
22840,0.58,Premium,F,VS2,61.9,57.0,2036,98.21932000000001
22841,1.56,Premium,G,VS1,60.9,58.0,14268,257.74662900000004
22842,0.3,Ideal,H,VS1,61.5,57.0,693,48.585767999999995
22843,0.7,Ideal,F,SI1,61.3,57.0,2700,115.242075
22844,0.3,Good,D,VS2,58.9,62.0,621,48.329728
22845,0.56,Ideal,E,VS1,62.7,56.0,1608,92.27618
22846,0.53,Very Good,F,VS2,60.6,55.0,1631,87.481164
22847,0.32,Ideal,E,VS2,62.2,56.0,900,52.61174100000001
22848,0.72,Ideal,D,VS1,60.9,56.0,3896,120.44937
22849,0.33,Ideal,G,VS1,62.9,57.0,854,53.747417999999996
22850,1.05,Premium,H,SI1,62.2,58.0,4682,169.21970000000002
22851,0.82,Ideal,G,VS1,61.5,56.0,3652,134.89745499999998
22852,0.26,Ideal,F,VVS1,62.7,55.0,814,42.718720000000005
22853,1.03,Very Good,G,SI1,62.6,56.0,5024,165.947208
22854,0.42,Ideal,G,VVS1,61.2,57.0,1179,67.73642400000001
22855,0.83,Ideal,G,SI2,62.4,54.0,2751,137.758816
22856,0.71,Ideal,G,VS1,62.7,57.0,2930,116.72124600000001
22857,1.27,Ideal,G,VS2,61.9,57.0,9489,204.65676000000002
22858,0.3,Ideal,I,VS1,62.5,57.0,473,49.853232000000006
22859,1.0,Premium,G,SI2,61.8,58.0,4398,162.707292
22860,0.53,Very Good,G,VS1,63.0,58.0,1607,86.532875
22861,0.75,Premium,E,SI1,61.7,60.0,3024,121.60047999999999
22862,1.5,Very Good,E,SI1,62.0,57.0,11690,240.20409999999998
22863,0.5,Premium,E,SI1,63.0,61.0,1374,81.09667800000001
22864,1.51,Good,F,SI1,60.9,61.0,11560,237.7902
22865,0.77,Ideal,G,VS2,62.1,56.0,3544,124.994688
22866,0.3,Very Good,J,VS1,62.7,59.0,394,48.453024000000006
22867,0.66,Ideal,G,SI1,61.7,55.0,1885,109.59647999999999
22868,1.16,Fair,F,VS1,57.8,67.0,7094,190.222452
22869,0.8,Ideal,H,VS1,62.2,56.0,3581,129.97656
22870,0.56,Ideal,D,IF,61.9,57.0,4293,91.96070399999999
22871,1.35,Very Good,I,SI2,61.0,60.0,6041,220.00978999999998
22872,0.53,Ideal,E,SI2,60.9,57.0,1315,86.64959400000001
22873,0.42,Ideal,G,VVS1,61.2,56.0,1179,70.00587000000002
22874,0.34,Ideal,G,VS2,61.9,55.0,596,56.747763
22875,0.58,Ideal,D,SI2,61.2,57.0,1436,96.04914
22876,0.48,Premium,H,SI1,61.9,58.0,990,78.52874399999999
22877,0.39,Ideal,E,VVS1,60.4,56.0,1179,65.528064
22878,0.49,Premium,G,SI1,62.4,58.0,1072,78.874435
22879,1.06,Very Good,E,SI2,62.1,56.0,4972,174.874876
22880,0.32,Premium,I,VS2,62.6,58.0,449,53.11735
22881,0.59,Ideal,F,SI2,59.5,57.0,1221,99.9416
22882,1.21,Premium,G,VVS2,61.3,56.0,9779,198.40888
22883,1.06,Premium,G,VS2,60.4,58.0,6296,178.30790399999998
22884,2.0,Very Good,I,SI2,59.5,61.0,13892,324.39916800000003
22885,0.41,Premium,E,SI2,62.9,58.0,876,66.8116
22886,0.3,Premium,I,VS1,61.7,58.0,473,48.88296
22887,0.7,Ideal,E,VS2,61.5,57.0,2980,115.35955200000002
22888,1.51,Very Good,J,VVS2,62.6,63.0,8550,240.14718
22889,1.24,Premium,H,VS2,61.2,59.0,6850,201.972771
22890,0.3,Ideal,F,VS2,61.7,58.0,573,48.88402
22891,0.8,Premium,F,SI1,60.1,58.0,3082,133.67354
22892,2.01,Good,I,SI1,64.1,62.0,13464,315.38473999999997
22893,1.26,Premium,J,SI1,61.7,58.0,5207,207.21086100000002
22894,0.24,Very Good,E,VS2,64.1,59.0,362,38.024
22895,2.02,Very Good,G,SI2,63.3,59.0,13554,324.87546000000003
22896,1.51,Premium,H,VS1,62.4,60.0,10939,243.32980799999996
22897,0.4,Very Good,D,VVS2,58.3,59.0,1078,68.14920000000001
22898,0.33,Ideal,H,SI1,60.9,56.0,511,56.05875
22899,0.57,Ideal,I,VS2,61.8,57.0,1410,93.28926599999998
22900,1.59,Ideal,E,SI2,62.3,55.0,11149,262.685632
22901,0.31,Premium,E,VVS1,61.5,58.0,988,50.945460000000004
22902,1.04,Premium,G,VS1,62.0,56.0,6996,170.00071400000002
22903,0.42,Premium,G,SI1,62.7,58.0,882,68.02997500000001
22904,0.3,Premium,G,VS1,62.3,59.0,776,49.02386999999999
22905,0.33,Very Good,I,VVS1,58.9,61.0,609,54.91121999999999
22906,1.01,Very Good,F,VS2,61.0,59.0,5560,161.81524799999997
22907,2.06,Premium,I,SI2,61.0,59.0,14982,339.605008
22908,1.11,Ideal,F,VVS1,62.1,57.0,12956,182.908614
22909,0.31,Good,G,VS2,63.4,59.0,544,50.594544000000006
22910,0.71,Very Good,F,VS2,59.6,56.0,2994,119.843808
22911,0.7,Ideal,G,VVS1,61.6,55.0,3073,116.1017
22912,1.53,Premium,H,VS2,59.8,58.0,10224,252.898352
22913,0.4,Very Good,F,VVS2,60.9,52.0,1049,68.302962
22914,1.03,Ideal,G,SI1,60.8,57.0,5653,166.62838
22915,1.03,Premium,G,VVS2,60.4,59.0,7729,171.364256
22916,1.01,Premium,G,SI1,62.6,60.0,4338,161.90023499999998
22917,0.38,Ideal,H,VVS1,61.2,57.0,903,61.88917500000001
22918,0.33,Premium,H,VS2,62.8,59.0,668,53.86874400000001
22919,0.56,Ideal,G,VVS2,62.1,56.0,2357,92.41577099999999
22920,0.23,Premium,I,VVS1,60.5,61.0,414,37.730399999999996
22921,0.73,Very Good,D,VS1,61.1,59.0,4116,120.78866400000001
22922,1.09,Fair,F,SI2,66.3,56.0,3170,176.535891
22923,0.32,Premium,H,VS1,62.3,58.0,720,51.823071999999996
22924,0.52,Ideal,G,VVS2,61.6,54.0,1958,86.35968
22925,0.3,Ideal,G,VVS2,62.2,57.0,655,48.6115
22926,1.01,Very Good,F,SI1,61.3,59.0,4969,165.000528
22927,0.41,Ideal,F,VS2,62.6,57.0,863,68.173196
22928,0.71,Ideal,G,SI1,61.3,55.0,3007,117.11375100000001
22929,0.56,Ideal,E,VS2,61.6,57.0,1747,92.20092000000001
22930,0.71,Premium,F,SI1,59.8,61.0,2633,116.730453
22931,1.52,Fair,J,SI2,65.8,57.0,5916,239.93406
22932,0.5,Ideal,E,SI1,61.6,57.0,1337,81.51063200000002
22933,0.3,Ideal,F,IF,62.5,54.0,886,50.38821
22934,1.05,Ideal,F,VVS2,61.6,56.0,9483,172.36914500000003
22935,0.3,Good,D,SI2,63.2,57.0,447,47.660568
22936,0.9,Fair,D,SI2,66.9,57.0,2885,141.71682
22937,1.01,Premium,G,VS2,62.0,59.0,6108,161.439696
22938,1.55,Premium,I,SI1,62.5,60.0,9027,247.28854499999997
22939,1.0,Premium,H,SI1,59.4,58.0,4788,161.91021
22940,0.5,Premium,E,VS2,58.1,61.0,1420,81.65808200000001
22941,0.71,Fair,G,VS2,57.0,66.0,2623,112.45603599999998
22942,1.22,Ideal,F,VS2,60.7,57.0,9568,200.82972
22943,0.61,Ideal,D,VVS1,62.1,56.0,4241,100.20956399999999
22944,0.5,Ideal,E,VS2,62.3,57.0,1559,80.65008
22945,1.03,Ideal,G,VS2,61.6,55.0,7064,170.202846
22946,1.03,Premium,H,SI2,62.3,59.0,4078,166.30753199999998
22947,1.06,Premium,G,VS1,62.8,56.0,7130,172.112352
22948,0.31,Premium,G,VS2,59.9,59.0,544,50.68536
22949,1.07,Premium,G,VS2,61.9,58.0,6779,173.48985
22950,0.9,Fair,I,SI2,65.3,57.0,2536,137.94484599999998
22951,0.75,Premium,E,VS2,61.8,58.0,3206,123.12085499999999
22952,1.21,Premium,D,VVS2,61.1,59.0,14841,200.14761
22953,0.71,Ideal,E,VS1,62.0,57.0,3380,114.28445599999999
22954,0.27,Very Good,E,VVS2,61.8,59.0,586,44.474363999999994
22955,0.7,Good,H,VVS2,60.5,62.0,2611,112.08498
22956,0.9,Premium,E,SI2,59.5,61.0,3084,146.63376
22957,0.49,Premium,G,VS2,59.8,59.0,1240,81.688992
22958,0.52,Good,D,VS2,63.4,56.0,1701,85.35929999999999
22959,0.56,Ideal,J,VS2,61.7,54.0,1094,93.638664
22960,0.63,Premium,H,VS1,61.7,59.0,1996,103.22298
22961,0.71,Premium,G,VS1,62.2,59.0,2825,114.80857200000001
22962,1.03,Good,G,SI2,63.7,60.0,4001,160.30955999999998
22963,1.01,Good,D,SI1,58.5,64.0,5271,155.2128
22964,0.93,Very Good,I,VS2,63.5,57.0,3563,149.22381599999997
22965,1.61,Very Good,J,VS2,61.7,59.0,7703,258.83365200000003
22966,0.75,Very Good,F,SI1,60.6,60.0,2463,124.06035599999998
22967,0.26,Very Good,I,SI1,59.2,60.0,445,44.52000000000001
22968,0.42,Very Good,G,VS2,62.6,57.0,847,68.31552
22969,0.72,Ideal,H,VS1,61.9,56.0,2608,117.90506400000002
22970,0.3,Ideal,H,VS2,60.7,57.0,608,49.954344000000006
22971,1.27,Very Good,G,VVS2,62.5,57.0,8941,203.83118000000002
22972,0.77,Premium,F,SI1,60.0,61.0,2745,126.38549699999999
22973,0.71,Ideal,F,SI2,61.6,57.0,2386,116.1017
22974,1.01,Premium,G,VS1,60.9,58.0,6882,163.496253
22975,0.3,Ideal,H,VS2,61.4,57.0,454,50.406396
22976,0.9,Good,G,VS2,61.5,61.0,4296,146.219418
22977,1.01,Ideal,E,SI1,62.6,57.0,5599,164.50383399999998
22978,0.28,Very Good,D,VVS1,60.3,62.0,596,45.62664
22979,0.8,Premium,G,VS1,62.5,58.0,3514,129.67020000000002
22980,0.9,Very Good,E,SI2,63.2,61.0,3239,138.300714
22981,2.14,Premium,I,SI1,59.5,59.0,15499,351.252088
22982,1.09,Premium,H,VS2,59.7,58.0,5677,179.2872
22983,0.57,Ideal,E,VVS2,61.9,54.3,2615,93.114567
22984,0.5,Ideal,F,VS1,61.2,56.0,1695,83.544615
22985,1.03,Premium,G,SI1,61.9,56.0,5037,170.78817600000002
22986,0.6,Ideal,D,SI2,61.3,59.0,1338,99.203344
22987,0.32,Very Good,H,SI1,61.8,56.0,461,53.21316
22988,0.91,Premium,F,VS2,62.2,58.0,4979,147.515445
22989,1.13,Very Good,F,SI2,59.1,59.0,5014,189.010188
22990,0.52,Ideal,E,VS2,60.7,56.0,1576,86.37616
22991,0.31,Ideal,E,VVS2,61.7,56.0,1046,50.59518400000001
22992,0.42,Ideal,F,VVS2,61.7,57.0,1221,68.05572799999999
22993,0.46,Fair,G,VS1,58.0,66.0,1035,74.86853200000002
22994,0.9,Very Good,I,VS1,63.3,58.0,3656,142.55395000000001
22995,0.71,Premium,F,SI1,60.4,58.0,2297,118.68714
22996,0.71,Good,G,SI2,63.8,56.0,1960,113.5876
22997,1.24,Ideal,E,VS2,62.7,58.0,8887,199.359832
22998,0.3,Ideal,E,VS1,61.5,56.0,710,50.28864899999999
22999,0.9,Good,D,SI2,63.6,57.0,3740,140.918085
23000,0.72,Premium,I,IF,63.0,57.0,2795,117.3744
23001,0.35,Very Good,H,VVS2,61.0,57.0,650,57.471406
23002,1.0,Premium,D,VVS2,59.9,61.0,9918,161.49509999999998
23003,1.17,Ideal,D,SI2,62.7,57.0,5842,189.55104
23004,0.41,Premium,I,VVS2,59.9,58.0,827,67.93163
23005,0.3,Ideal,G,IF,61.9,55.0,863,50.783972000000006
23006,0.4,Very Good,E,VS2,64.0,52.0,925,65.34764600000001
23007,0.3,Very Good,H,VS2,62.6,57.0,457,48.5673
23008,0.71,Premium,D,VS2,62.5,60.0,2770,111.57168000000001
23009,0.32,Ideal,F,VVS1,61.4,56.0,990,52.270920000000004
23010,0.71,Very Good,G,SI1,61.2,61.0,2266,112.46872800000001
23011,1.24,Very Good,G,VS2,59.1,59.0,8064,207.255672
23012,0.43,Premium,H,VS2,61.9,55.0,1016,71.7552
23013,0.29,Ideal,F,IF,61.9,56.0,748,48.65664999999999
23014,0.32,Ideal,I,SI1,60.9,55.0,404,54.225920000000016
23015,0.75,Premium,H,VS1,58.9,62.0,2588,123.69979999999998
23016,0.33,Ideal,E,VS1,62.7,57.0,781,53.99007
23017,0.9,Very Good,G,SI2,62.3,58.0,3398,146.8005
23018,1.13,Premium,J,VS1,61.1,59.0,4873,184.31878
23019,1.56,Premium,I,SI1,61.7,59.0,7155,250.92590400000003
23020,0.82,Premium,F,SI1,62.4,56.0,2962,134.414852
23021,1.27,Very Good,I,I1,60.2,62.0,3665,208.75050000000002
23022,1.22,Premium,G,SI1,62.3,58.0,6288,195.30248400000002
23023,0.7,Good,H,VS2,64.2,58.0,2351,112.38064200000001
